movie_id,name_id,category
tt2072233,nm0005517,actress
tt2072233,nm1157358,actress
tt2076826,nm0549815,actor
tt2076826,nm1002664,actor
tt2076826,nm1468739,actress
tt2076826,nm2473076,actor
tt2088950,nm0000463,actress
tt2088950,nm0002064,actor
tt2088950,nm0241049,actor
tt2088950,nm2624186,actress
tt2091256,nm0366389,actor
tt2091256,nm1159180,actor
tt2091256,nm1802209,actor
tt2091256,nm3042755,actor
tt2098669,nm0000514,actor
tt2098669,nm1690632,actress
tt2098669,nm3071043,actress
tt2098669,nm4646498,actress
tt2119532,nm0941777,actor
tt2119532,nm1940449,actor
tt2119532,nm1954240,actress
tt2119532,nm3478396,actor
tt2119543,nm0000949,actress
tt2119543,nm0001492,actor
tt2119543,nm0085312,actor
tt2119543,nm6236783,actor
tt2125650,nm1734209,actor
tt2125650,nm1843025,actress
tt2125650,nm2257743,actor
tt2125650,nm3235877,actress
tt2126357,nm0000182,actress
tt2126357,nm0001852,actor
tt2126357,nm0718957,actress
tt2126357,nm1227814,actress
tt2140507,nm0396558,actor
tt2140507,nm0532193,actor
tt2140507,nm1212722,actor
tt2140507,nm4043618,actor
tt2140629,nm0005561,actor
tt2140629,nm1144419,actor
tt2140629,nm1679669,actress
tt2140629,nm4933030,actress
tt2149360,nm2623547,actor
tt2149360,nm4023145,actress
tt2149360,nm5053020,actor
tt2149360,nm5053217,actor
tt2150177,nm0006689,actress
tt2150177,nm0219971,actor
tt2150177,nm0451174,actor
tt2150177,nm0665349,actress
tt2179231,nm0203563,actor
tt2179231,nm0286044,actor
tt2179231,nm0567356,actress
tt2179231,nm5282143,actor
tt2196053,nm3553654,actor
tt2196053,nm3968418,actor
tt2196053,nm4725344,actress
tt2196053,nm4760069,actor
tt2226597,nm0000551,actor
tt2226597,nm0000701,actress
tt2226597,nm0000977,actor
tt2226597,nm0252961,actor
tt2231461,nm0015196,actress
tt2231461,nm0365140,actress
tt2231461,nm0425005,actor
tt2231461,nm0604742,actor
tt2233979,nm0203688,actress
tt2233979,nm2176475,actress
tt2233979,nm7814433,actress
